modelo,pregunta,prompt,es_correcta,confianza,prob_entailment,prob_contradiction
meta-llama_Llama-3.2-3B-Instruct,Estoy en OA1SC.,Prompt 5,False,0.6526016592979431,0.6526016592979431,0.3473983705043793
meta-llama_Llama-3.2-3B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 5,False,0.45967918634414673,0.45967918634414673,0.5403208136558533
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 5,True,0.7584747672080994,0.7584747672080994,0.24152526259422302
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 5,False,0.15885065495967865,0.15885065495967865,0.8411493897438049
meta-llama_Llama-3.2-3B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 5,False,0.00019159525982104242,0.00019159525982104242,0.9998083710670471
meta-llama_Llama-3.2-3B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 6,False,0.5123546719551086,0.5123546719551086,0.48764535784721375
meta-llama_Llama-3.2-3B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 6,True,0.9978603720664978,0.9978603720664978,0.0021396789234131575
meta-llama_Llama-3.2-3B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 6,True,0.8376303911209106,0.8376303911209106,0.16236963868141174
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 6,False,0.4579257667064667,0.4579257667064667,0.5420742630958557
meta-llama_Llama-3.2-3B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 6,True,0.9886611700057983,0.9886611700057983,0.011338786222040653
meta-llama_Llama-3.2-3B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 6,False,0.020026758313179016,0.020026758313179016,0.9799731969833374
meta-llama_Llama-3.2-3B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 6,False,0.3093690276145935,0.3093690276145935,0.6906309723854065
meta-llama_Llama-3.2-3B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 6,False,0.004163396079093218,0.004163396079093218,0.995836615562439
meta-llama_Llama-3.2-3B-Instruct,¿Quiero ir a RD3VC?,Prompt 6,False,0.5650153756141663,0.5650153756141663,0.43498459458351135
meta-llama_Llama-3.2-3B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 6,False,0.5176464915275574,0.5176464915275574,0.4823535084724426
meta-llama_Llama-3.2-3B-Instruct,Estoy en OA1SC.,Prompt 6,True,0.7496762275695801,0.7496762275695801,0.2503237724304199
meta-llama_Llama-3.2-3B-Instruct,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 6,False,0.6821904182434082,0.6821904182434082,0.3178096115589142
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 6,True,0.9983854293823242,0.9983854293823242,0.0016145656118169427
meta-llama_Llama-3.2-3B-Instruct,¿Cuántas líneas de metro hay en total?,Prompt 6,False,0.1494731605052948,0.1494731605052948,0.8505268692970276
meta-llama_Llama-3.2-3B-Instruct,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 6,False,0.6650725603103638,0.6650725603103638,0.33492743968963623
mistralai_Mistral-7B-Instruct-v0.3,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 1,False,0.4663040339946747,0.4663040339946747,0.5336959958076477
mistralai_Mistral-7B-Instruct-v0.3,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 1,False,0.35593584179878235,0.35593584179878235,0.64406418800354
mistralai_Mistral-7B-Instruct-v0.3,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 1,True,0.8440387845039368,0.8440387845039368,0.15596114099025726
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 1,False,0.13223691284656525,0.13223691284656525,0.8677630424499512
mistralai_Mistral-7B-Instruct-v0.3,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 1,True,0.9903370141983032,0.9903370141983032,0.009662953205406666
mistralai_Mistral-7B-Instruct-v0.3,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 1,False,0.034747105091810226,0.034747105091810226,0.9652528166770935
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la línea que tiene más estaciones?,Prompt 1,False,0.3489232659339905,0.3489232659339905,0.6510767340660095
mistralai_Mistral-7B-Instruct-v0.3,¿Por cuántas estaciones pasan más de una línea?,Prompt 1,False,0.6404998302459717,0.6404998302459717,0.3595002293586731
mistralai_Mistral-7B-Instruct-v0.3,¿Quiero ir a RD3VC?,Prompt 1,True,0.9530921578407288,0.9530921578407288,0.04690784960985184
mistralai_Mistral-7B-Instruct-v0.3,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 1,True,0.9368941187858582,0.9368941187858582,0.06310591101646423
mistralai_Mistral-7B-Instruct-v0.3,Estoy en OA1SC.,Prompt 1,True,0.8675256967544556,0.8675256967544556,0.13247428834438324
mistralai_Mistral-7B-Instruct-v0.3,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 1,True,0.9898890852928162,0.9898890852928162,0.010110892355442047
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 1,False,0.23712526261806488,0.23712526261806488,0.7628747224807739
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas líneas de metro hay en total?,Prompt 1,False,0.13638341426849365,0.13638341426849365,0.8636165261268616
mistralai_Mistral-7B-Instruct-v0.3,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 1,False,0.006181162316352129,0.006181162316352129,0.9938188195228577
mistralai_Mistral-7B-Instruct-v0.3,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 2,True,0.9894779324531555,0.9894779324531555,0.01052204892039299
mistralai_Mistral-7B-Instruct-v0.3,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 2,False,0.3670641779899597,0.3670641779899597,0.6329358816146851
mistralai_Mistral-7B-Instruct-v0.3,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 2,False,0.47980499267578125,0.47980499267578125,0.5201950073242188
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 2,False,0.019771357998251915,0.019771357998251915,0.9802287220954895
mistralai_Mistral-7B-Instruct-v0.3,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 2,True,0.9545721411705017,0.9545721411705017,0.04542791470885277
mistralai_Mistral-7B-Instruct-v0.3,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 2,False,0.0017534897197037935,0.0017534897197037935,0.9982465505599976
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la línea que tiene más estaciones?,Prompt 2,False,0.39029887318611145,0.39029887318611145,0.6097010970115662
mistralai_Mistral-7B-Instruct-v0.3,¿Por cuántas estaciones pasan más de una línea?,Prompt 2,False,0.5347244739532471,0.5347244739532471,0.4652755558490753
mistralai_Mistral-7B-Instruct-v0.3,¿Quiero ir a RD3VC?,Prompt 2,True,0.9411900639533997,0.9411900639533997,0.05880986526608467
mistralai_Mistral-7B-Instruct-v0.3,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 2,False,0.6607609987258911,0.6607609987258911,0.3392390310764313
mistralai_Mistral-7B-Instruct-v0.3,Estoy en OA1SC.,Prompt 2,True,0.9789381623268127,0.9789381623268127,0.021061891689896584
mistralai_Mistral-7B-Instruct-v0.3,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 2,True,0.9706447720527649,0.9706447720527649,0.029355285689234734
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 2,False,0.4768213629722595,0.4768213629722595,0.5231786370277405
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas líneas de metro hay en total?,Prompt 2,False,0.25986531376838684,0.25986531376838684,0.7401346564292908
mistralai_Mistral-7B-Instruct-v0.3,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 2,False,0.13121125102043152,0.13121125102043152,0.8687887191772461
mistralai_Mistral-7B-Instruct-v0.3,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 3,False,0.16517096757888794,0.16517096757888794,0.8348290920257568
mistralai_Mistral-7B-Instruct-v0.3,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 3,True,0.9796165227890015,0.9796165227890015,0.020383507013320923
mistralai_Mistral-7B-Instruct-v0.3,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 3,True,0.9720720052719116,0.9720720052719116,0.027927951887249947
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 3,False,0.32279258966445923,0.32279258966445923,0.6772074103355408
mistralai_Mistral-7B-Instruct-v0.3,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 3,True,0.7322180867195129,0.7322180867195129,0.26778191328048706
mistralai_Mistral-7B-Instruct-v0.3,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 3,True,0.8132206797599792,0.8132206797599792,0.18677930533885956
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la línea que tiene más estaciones?,Prompt 3,False,0.36131277680397034,0.36131277680397034,0.6386871933937073
mistralai_Mistral-7B-Instruct-v0.3,¿Por cuántas estaciones pasan más de una línea?,Prompt 3,False,0.6575956344604492,0.6575956344604492,0.3424043357372284
mistralai_Mistral-7B-Instruct-v0.3,¿Quiero ir a RD3VC?,Prompt 3,True,0.8343908786773682,0.8343908786773682,0.16560912132263184
mistralai_Mistral-7B-Instruct-v0.3,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 3,True,0.9785919785499573,0.9785919785499573,0.02140803262591362
mistralai_Mistral-7B-Instruct-v0.3,Estoy en OA1SC.,Prompt 3,False,0.4588862359523773,0.4588862359523773,0.5411137938499451
mistralai_Mistral-7B-Instruct-v0.3,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 3,True,0.880305290222168,0.880305290222168,0.11969473212957382
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 3,False,0.31803226470947266,0.31803226470947266,0.6819677352905273
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas líneas de metro hay en total?,Prompt 3,False,0.15036307275295258,0.15036307275295258,0.8496369123458862
mistralai_Mistral-7B-Instruct-v0.3,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 3,False,0.0005239551537670195,0.0005239551537670195,0.9994760155677795
mistralai_Mistral-7B-Instruct-v0.3,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 4,False,0.6430525779724121,0.6430525779724121,0.3569473922252655
mistralai_Mistral-7B-Instruct-v0.3,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 4,True,0.7957248091697693,0.7957248091697693,0.20427517592906952
mistralai_Mistral-7B-Instruct-v0.3,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 4,False,0.5970948338508606,0.5970948338508606,0.4029051959514618
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 4,False,0.3803757131099701,0.3803757131099701,0.6196242570877075
mistralai_Mistral-7B-Instruct-v0.3,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 4,True,0.9127907156944275,0.9127907156944275,0.0872093066573143
mistralai_Mistral-7B-Instruct-v0.3,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 4,False,0.005401343572884798,0.005401343572884798,0.9945986270904541
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la línea que tiene más estaciones?,Prompt 4,False,0.22833311557769775,0.22833311557769775,0.7716668844223022
mistralai_Mistral-7B-Instruct-v0.3,¿Por cuántas estaciones pasan más de una línea?,Prompt 4,False,0.1098809614777565,0.1098809614777565,0.8901190161705017
mistralai_Mistral-7B-Instruct-v0.3,¿Quiero ir a RD3VC?,Prompt 4,True,0.9395180344581604,0.9395180344581604,0.06048201024532318
mistralai_Mistral-7B-Instruct-v0.3,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 4,True,0.9360762238502502,0.9360762238502502,0.06392370164394379
mistralai_Mistral-7B-Instruct-v0.3,Estoy en OA1SC.,Prompt 4,True,0.9861994981765747,0.9861994981765747,0.013800490647554398
mistralai_Mistral-7B-Instruct-v0.3,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 4,False,0.669298529624939,0.669298529624939,0.3307015001773834
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 4,True,0.9974378347396851,0.9974378347396851,0.0025620865635573864
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas líneas de metro hay en total?,Prompt 4,False,0.14101611077785492,0.14101611077785492,0.8589838743209839
mistralai_Mistral-7B-Instruct-v0.3,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 4,False,0.18194331228733063,0.18194331228733063,0.8180567026138306
mistralai_Mistral-7B-Instruct-v0.3,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 5,False,0.627030611038208,0.627030611038208,0.372969388961792
mistralai_Mistral-7B-Instruct-v0.3,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 5,True,0.9665310382843018,0.9665310382843018,0.033468931913375854
mistralai_Mistral-7B-Instruct-v0.3,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 5,True,0.7089942097663879,0.7089942097663879,0.29100584983825684
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 5,True,0.9311321973800659,0.9311321973800659,0.06886781007051468
mistralai_Mistral-7B-Instruct-v0.3,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 5,False,0.39031949639320374,0.39031949639320374,0.6096804738044739
mistralai_Mistral-7B-Instruct-v0.3,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 5,False,0.44733333587646484,0.44733333587646484,0.5526666641235352
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la línea que tiene más estaciones?,Prompt 5,False,0.31883373856544495,0.31883373856544495,0.6811662316322327
mistralai_Mistral-7B-Instruct-v0.3,¿Por cuántas estaciones pasan más de una línea?,Prompt 5,True,0.9844779968261719,0.9844779968261719,0.015522030182182789
mistralai_Mistral-7B-Instruct-v0.3,¿Quiero ir a RD3VC?,Prompt 5,False,0.41067928075790405,0.41067928075790405,0.589320719242096
mistralai_Mistral-7B-Instruct-v0.3,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 5,True,0.9429140090942383,0.9429140090942383,0.05708594620227814
mistralai_Mistral-7B-Instruct-v0.3,Estoy en OA1SC.,Prompt 5,True,0.791841983795166,0.791841983795166,0.20815794169902802
mistralai_Mistral-7B-Instruct-v0.3,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 5,False,0.5354265570640564,0.5354265570640564,0.4645734131336212
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 5,False,0.002249194076284766,0.002249194076284766,0.9977508187294006
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas líneas de metro hay en total?,Prompt 5,False,0.4829813241958618,0.4829813241958618,0.517018735408783
mistralai_Mistral-7B-Instruct-v0.3,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 5,False,0.18252258002758026,0.18252258002758026,0.8174774050712585
mistralai_Mistral-7B-Instruct-v0.3,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 6,False,0.6219942569732666,0.6219942569732666,0.378005713224411
mistralai_Mistral-7B-Instruct-v0.3,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 6,True,0.9895254373550415,0.9895254373550415,0.01047456543892622
mistralai_Mistral-7B-Instruct-v0.3,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 6,False,0.411255806684494,0.411255806684494,0.5887441635131836
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 6,False,0.3636493980884552,0.3636493980884552,0.6363506317138672
mistralai_Mistral-7B-Instruct-v0.3,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 6,False,0.34311380982398987,0.34311380982398987,0.6568862199783325
mistralai_Mistral-7B-Instruct-v0.3,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 6,False,0.18797843158245087,0.18797843158245087,0.8120215535163879
mistralai_Mistral-7B-Instruct-v0.3,¿Cuál es la línea que tiene más estaciones?,Prompt 6,False,0.2505325376987457,0.2505325376987457,0.7494674921035767
mistralai_Mistral-7B-Instruct-v0.3,¿Por cuántas estaciones pasan más de una línea?,Prompt 6,False,0.31273967027664185,0.31273967027664185,0.6872603297233582
mistralai_Mistral-7B-Instruct-v0.3,¿Quiero ir a RD3VC?,Prompt 6,True,0.9937509894371033,0.9937509894371033,0.00624899473041296
mistralai_Mistral-7B-Instruct-v0.3,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 6,True,0.9536970853805542,0.9536970853805542,0.0463029108941555
mistralai_Mistral-7B-Instruct-v0.3,Estoy en OA1SC.,Prompt 6,True,0.7245262265205383,0.7245262265205383,0.2754737436771393
mistralai_Mistral-7B-Instruct-v0.3,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 6,False,0.6716623902320862,0.6716623902320862,0.32833755016326904
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 6,False,0.3187752664089203,0.3187752664089203,0.6812247037887573
mistralai_Mistral-7B-Instruct-v0.3,¿Cuántas líneas de metro hay en total?,Prompt 6,False,0.1902812272310257,0.1902812272310257,0.8097187876701355
mistralai_Mistral-7B-Instruct-v0.3,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 6,False,0.01861349679529667,0.01861349679529667,0.9813864827156067
mistralai_Ministral-8B-Instruct-2410,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 1,False,0.31528839468955994,0.31528839468955994,0.6847115755081177
mistralai_Ministral-8B-Instruct-2410,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 1,False,0.49138563871383667,0.49138563871383667,0.5086143612861633
mistralai_Ministral-8B-Instruct-2410,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 1,True,0.755670428276062,0.755670428276062,0.24432961642742157
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 1,True,0.7282849550247192,0.7282849550247192,0.27171507477760315
mistralai_Ministral-8B-Instruct-2410,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 1,True,0.9939783811569214,0.9939783811569214,0.006021606735885143
mistralai_Ministral-8B-Instruct-2410,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 1,False,0.4126351475715637,0.4126351475715637,0.5873648524284363
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la línea que tiene más estaciones?,Prompt 1,False,0.3434426784515381,0.3434426784515381,0.6565573215484619
mistralai_Ministral-8B-Instruct-2410,¿Por cuántas estaciones pasan más de una línea?,Prompt 1,True,0.9662653207778931,0.9662653207778931,0.033734727650880814
mistralai_Ministral-8B-Instruct-2410,¿Quiero ir a RD3VC?,Prompt 1,True,0.9683017134666443,0.9683017134666443,0.03169829025864601
mistralai_Ministral-8B-Instruct-2410,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 1,True,0.7588202357292175,0.7588202357292175,0.24117980897426605
mistralai_Ministral-8B-Instruct-2410,Estoy en OA1SC.,Prompt 1,True,0.7141131162643433,0.7141131162643433,0.2858869433403015
mistralai_Ministral-8B-Instruct-2410,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 1,False,0.22309671342372894,0.22309671342372894,0.7769033312797546
mistralai_Ministral-8B-Instruct-2410,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 1,False,0.3550975024700165,0.3550975024700165,0.6449025273323059
mistralai_Ministral-8B-Instruct-2410,¿Cuántas líneas de metro hay en total?,Prompt 1,False,0.17005689442157745,0.17005689442157745,0.8299431204795837
mistralai_Ministral-8B-Instruct-2410,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 1,False,0.00019159525982104242,0.00019159525982104242,0.9998083710670471
mistralai_Ministral-8B-Instruct-2410,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 2,True,0.7987400889396667,0.7987400889396667,0.20125989615917206
mistralai_Ministral-8B-Instruct-2410,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 2,True,0.773029088973999,0.773029088973999,0.22697089612483978
mistralai_Ministral-8B-Instruct-2410,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 2,False,0.44942396879196167,0.44942396879196167,0.5505760312080383
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 2,False,0.6191830039024353,0.6191830039024353,0.3808170258998871
mistralai_Ministral-8B-Instruct-2410,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 2,True,0.9859222173690796,0.9859222173690796,0.014077810570597649
mistralai_Ministral-8B-Instruct-2410,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 2,False,0.516694188117981,0.516694188117981,0.48330581188201904
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la línea que tiene más estaciones?,Prompt 2,False,0.2448764592409134,0.2448764592409134,0.7551235556602478
mistralai_Ministral-8B-Instruct-2410,¿Por cuántas estaciones pasan más de una línea?,Prompt 2,True,0.9942046999931335,0.9942046999931335,0.005795348435640335
mistralai_Ministral-8B-Instruct-2410,¿Quiero ir a RD3VC?,Prompt 2,True,0.7054470777511597,0.7054470777511597,0.2945529520511627
mistralai_Ministral-8B-Instruct-2410,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 2,True,0.9936020970344543,0.9936020970344543,0.0063979290425777435
mistralai_Ministral-8B-Instruct-2410,Estoy en OA1SC.,Prompt 2,True,0.8527362942695618,0.8527362942695618,0.14726373553276062
mistralai_Ministral-8B-Instruct-2410,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 2,False,0.01275543961673975,0.01275543961673975,0.9872445464134216
mistralai_Ministral-8B-Instruct-2410,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 2,False,0.3453389108181,0.3453389108181,0.6546610593795776
mistralai_Ministral-8B-Instruct-2410,¿Cuántas líneas de metro hay en total?,Prompt 2,False,0.292898565530777,0.292898565530777,0.7071014046669006
mistralai_Ministral-8B-Instruct-2410,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 2,False,0.0006787895690649748,0.0006787895690649748,0.9993212223052979
mistralai_Ministral-8B-Instruct-2410,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 3,False,0.5641912221908569,0.5641912221908569,0.43580877780914307
mistralai_Ministral-8B-Instruct-2410,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 3,True,0.7472568154335022,0.7472568154335022,0.2527432143688202
mistralai_Ministral-8B-Instruct-2410,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 3,False,0.4987904727458954,0.4987904727458954,0.5012094974517822
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 3,True,0.8503358960151672,0.8503358960151672,0.149664044380188
mistralai_Ministral-8B-Instruct-2410,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 3,False,0.43375012278556824,0.43375012278556824,0.5662498474121094
mistralai_Ministral-8B-Instruct-2410,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 3,False,0.019600234925746918,0.019600234925746918,0.9803997278213501
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la línea que tiene más estaciones?,Prompt 3,False,0.3205094337463379,0.3205094337463379,0.6794905662536621
mistralai_Ministral-8B-Instruct-2410,¿Por cuántas estaciones pasan más de una línea?,Prompt 3,True,0.7676851749420166,0.7676851749420166,0.23231486976146698
mistralai_Ministral-8B-Instruct-2410,¿Quiero ir a RD3VC?,Prompt 3,False,0.6403977870941162,0.6403977870941162,0.3596022427082062
mistralai_Ministral-8B-Instruct-2410,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 3,False,0.5958655476570129,0.5958655476570129,0.4041344225406647
mistralai_Ministral-8B-Instruct-2410,Estoy en OA1SC.,Prompt 3,True,0.8316752910614014,0.8316752910614014,0.16832470893859863
mistralai_Ministral-8B-Instruct-2410,"Necesito ir a la estación BC3SC, ¿cómo llego allí desde la estación VG7SC?",Prompt 3,False,0.08176617324352264,0.08176617324352264,0.9182338714599609
mistralai_Ministral-8B-Instruct-2410,¿Cuántas estaciones hay en total en el sistema de metro?,Prompt 3,False,0.26254507899284363,0.26254507899284363,0.7374549508094788
mistralai_Ministral-8B-Instruct-2410,¿Cuántas líneas de metro hay en total?,Prompt 3,False,0.4581987261772156,0.4581987261772156,0.5418012738227844
mistralai_Ministral-8B-Instruct-2410,"El día está soleado, ¿sabes si va a llover hoy? ¿El metro está cerrado hoy?",Prompt 3,False,0.0007367106736637652,0.0007367106736637652,0.9992632269859314
mistralai_Ministral-8B-Instruct-2410,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 4,True,0.7553653120994568,0.7553653120994568,0.24463476240634918
mistralai_Ministral-8B-Instruct-2410,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 4,True,0.995751142501831,0.995751142501831,0.004248854238539934
mistralai_Ministral-8B-Instruct-2410,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 4,True,0.7091665267944336,0.7091665267944336,0.2908335030078888
mistralai_Ministral-8B-Instruct-2410,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 4,True,0.9899964332580566,0.9899964332580566,0.01000362541526556
mistralai_Ministral-8B-Instruct-2410,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 4,True,0.9583480358123779,0.9583480358123779,0.04165196418762207
